symbol,C1,C2,C3,T1,T2,T3
CAMK2N2,9,0,0,4,0,6
CAMK4,12,6,12,8,6,6
CAMKK1,143,151,140,148,152,164
CAMKK2,2142,1857,2045,1486,1547,702
CAMKMT,227,202,220,83,113,133
CAMKV,4,0,9,4,0,4
CAMLG,947,941,991,1109,1102,1233
CAMP,2,0,0,0,0,0
CAMSAP1,1104,950,1009,742,772,823
CAMSAP1-DT,52,48,62,39,34,17
CAMSAP2,730,695,790,884,758,875
CAMSAP3,3184,2396,2870,4017,3461,4138
CAMTA1,672,620,684,759,834,863
CAMTA1-AS1,0,0,0,0,0,0
CAMTA1-AS2,0,0,0,0,0,0
CAMTA1-AS3,0,0,0,0,0,0
CAMTA1-DT,2,0,4,0,0,2
CAMTA2,2393,1764,2099,1790,1716,1569
CAMTA2-AS1,100,74,111,87,106,74
CAND1,3127,3029,3443,3903,3944,3930
CAND1.11,6,5,6,7,15,19
CAND2,0,2,6,7,4,4
CANT1,3376,2825,6772,4537,2058,2361
CANX,7002,7442,8949,8450,7156,7806
CAP1,14329,12011,14480,12249,11518,13161
CAP2,78,79,58,28,38,46
CAPG,9709,8852,9738,8045,7955,9172
CAPN1,13194,10769,11761,10813,10595,11770
CAPN1-AS1,51,41,64,65,41,78
CAPN10,1179,896,936,795,826,1039
CAPN10-DT,84,90,105,60,69,94
CAPN11,0,0,0,2,2,2
CAPN12,92,96,80,153,148,196
CAPN13,74,45,44,40,40,40
CAPN14,0,2,0,5,0,2
CAPN15,1729,1356,1468,1106,1024,1124
CAPN2,23663,20046,22848,18062,17912,19339
CAPN3,37,25,38,35,52,37
CAPN5,41605,34273,39483,40831,36627,41195
CAPN6,118,103,148,88,87,102
CAPN7,937,783,920,970,942,890
CAPN8,6643,5436,6123,4560,4582,5043
CAPN9,551,348,488,284,207,299
CAPNS1,27343,23308,26102,19950,18105,20605
CAPNS2,0,0,0,0,0,0
CAPRIN1,7686,6577,8059,7318,6821,7907
CAPRIN2,564,505,491,305,336,331
CAPS,100,72,88,60,52,82
CAPS2,57,43,63,68,78,73
CAPS2-AS1,0,0,0,0,0,0
CAPSL,0,0,0,0,0,0
CAPSL-DT,0,0,0,0,0,0
CAPZA1,5372,4868,5408,4694,4933,4948
CAPZA2,3420,3143,3500,3195,3416,3331
CAPZA3,0,0,0,0,0,0
CAPZB,8404,5118,8334,5806,8075,8705
CARD10,3808,3149,3472,3020,3033,3332
CARD11,1366,1067,1267,2125,1938,2313
CARD11-AS1,0,3,0,0,2,2
CARD14,12,6,10,13,12,9
CARD16,11,5,6,47,37,39
CARD17P,0,0,0,0,0,0
CARD18,0,0,0,0,0,0
CARD19,1164,1061,1129,1093,981,1213
CARD6,668,584,661,988,898,1095
CARD8,298,269,325,322,356,430
CARD8-AS1,25,30,36,30,38,32
CARD9,4,4,5,0,4,3
CARF,146,103,153,171,195,177
CARHSP1,4117,3208,4031,7944,7300,11378
CARHSP1-DT,4,0,0,0,0,2
CARM1,2746,2199,2427,1749,1456,1825
CARMAL,0,0,0,0,0,1
CARMIL1,1353,1010,1192,1247,1022,1331
CARMIL2,5,4,5,2,2,0
CARMIL3,26,18,18,36,38,47
CARMN,0,0,0,0,0,0
CARNMT1,268,256,307,203,244,211
CARNMT1-AS1,0,0,0,0,0,0
CARNS1,103,72,100,265,298,288
CARS1,3118,2874,3338,1716,1694,1890
CARS1-AS1,3,2,0,3,2,0
CARS2,836,648,691,435,429,446
CARTPT,0,0,0,0,0,0
CASC11,0,0,4,0,0,4
CASC15,0,0,0,0,0,0
CASC16,0,0,0,0,3,0
CASC17,0,0,0,0,0,0
CASC18,0,0,0,0,0,0
CASC19,19,16,17,17,8,10
CASC2,23,12,13,10,12,7
CASC20,0,0,0,0,0,0
CASC21,0,0,0,0,0,0
CASC22,0,0,0,0,0,0
CASC23,0,0,0,0,0,0
CASC3,1631,1327,1440,1374,1162,1397
CASC6,0,0,0,0,0,0
CASC8,135,141,114,85,111,114
CASC9,0,0,0,0,0,0
CASD1,136,127,141,68,89,88
CASK,5631,5112,5932,5009,4885,5298
CASKIN1,23,32,26,67,58,70
CASKIN2,699,561,651,530,476,604
CASP1,105,77,111,336,283,371
CASP10,756,612,726,1760,1846,1883
CASP12,0,0,0,0,0,0
CASP14,0,0,0,0,0,0
CASP16P,5,1,5,2,0,2
CASP1P2,0,0,0,0,0,0
CASP2,961,940,915,695,726,788
CASP3,1073,1035,1211,1122,1126,1293
CASP4,2641,2438,2628,2405,2347,2739
CASP4LP,2,0,0,0,0,0
CASP5,11,0,10,52,38,60
CASP6,820,640,801,632,661,684
CASP7,3457,2966,3497,4266,4097,4636
CASP8,854,739,757,694,850,806
CASP8AP2,112,99,122,136,103,150
CASP9,782,712,780,589,644,682
CASQ1,0,0,0,0,0,2
CASQ2,2,0,0,0,0,0
CASR,16,13,18,24,18,28
CASS4,0,4,0,0,2,2
CAST,14344,14354,16265,13799,13348,13808
CASTOR1,308,291,291,265,227,269
CASTOR2,377,308,356,743,750,828
CASTOR3P,737,548,720,1149,1055,1333
CASZ1,1699,1400,1555,1834,1684,1887
CAT,3001,2613,3051,1224,1154,1433
CATIP,0,0,0,0,0,0
CATIP-AS1,14,7,11,5,11,10
CATIP-AS2,0,0,2,1,1,3
CATSPER1,2,6,0,2,3,5
CATSPER2,26,36,51,29,46,47
CATSPER2P1,41,26,23,16,34,28
CATSPER3,10,8,14,10,4,16
CATSPER4,2,0,0,3,8,0
CATSPERB,36,39,45,58,63,55
CATSPERD,0,0,0,0,2,0
CATSPERE,4,1,0,8,3,8
CATSPERG,62,42,57,52,69,52
CATSPERZ,0,0,0,0,0,0
CAV1,1357,1307,1438,1268,1436,1410
CAV2,5044,4806,5199,4806,4701,4759
CAV3,0,0,0,0,0,0
CAVIN1,1507,1126,1398,832,696,858
CAVIN2,230,202,245,124,143,135
CAVIN2-AS1,6,9,9,7,2,3
CAVIN3,518,463,439,202,256,246
CAVIN4,10,14,22,20,12,4
CBARP,26,20,26,21,25,24
CBARP-DT,0,0,0,0,0,0
CBFA2T2,1111,943,1069,944,1011,1000
CBFA2T3,10,11,0,79,78,92
CBFB,902,822,884,659,708,836
CBL,1004,858,899,1073,1019,1169
CBLB,1468,1339,1542,2122,1993,2075
CBLC,3731,3396,3447,3954,4753,4354
CBLIF,0,0,0,0,0,0
CBLL1,536,592,620,576,593,597
CBLL1-AS1,72,49,73,64,71,82
CBLL2,0,0,0,0,0,0
CBLN1,2,0,0,0,0,0
CBLN2,0,0,0,0,0,0
CBLN3,278,198,236,587,598,670
CBLN4,0,0,0,0,0,0
CBR1,4627,3991,4576,3641,3864,4227
CBR1-AS1,710,627,669,524,494,599
CBR3,32,26,28,77,73,84
CBR3-AS1,77,63,52,40,37,29
CBR4,636,520,584,665,660,635
CBR4-DT,0,0,1,0,0,0
CBS,4706,3959,4501,828,827,1000
CBSLR,37,13,17,46,25,20
CBX1,990,407,1006,1132,1076,599
CBX2,25,41,45,8,11,6
CBX3,1606,1767,1866,2046,2157,2067
CBX3P2,9,12,10,9,21,8
CBX4,2181,1775,1936,1212,1032,1226
CBX5,365,305,386,252,257,239
CBX6,3086,2495,2655,1061,995,800
CBX7,1155,884,967,1725,1692,1795
CBX8,526,487,462,346,317,334
CBY1,1014,875,932,794,755,855
CBY2,0,0,0,0,0,0
CBY3,2,7,5,1,2,3
CC2D1A,1372,1034,1244,916,835,960
CC2D1B,1115,922,1060,868,794,852
CC2D2A,65,50,56,70,44,54
CC2D2B,8,4,6,0,16,5
CCAR1,1407,1075,1152,1114,1005,1077
CCAR2,3856,3327,3497,2947,2684,3235
CCAT1,479,387,483,211,187,207
CCAT2,0,0,2,0,0,0
CCBE1,10,15,14,0,3,0
CCDC102A,10,13,28,35,7,28
CCDC102B,3,5,10,0,2,4
CCDC103,14,25,25,50,51,48
CCDC106,111,76,118,195,194,232
CCDC107,469,334,380,388,363,462
CCDC110,26,23,39,41,22,33
CCDC112,140,109,95,73,72,109
CCDC113,224,239,232,113,107,97
CCDC115,1129,1067,1133,1006,1065,1161
CCDC116,0,0,2,0,2,2
CCDC117,515,458,520,604,564,681
CCDC12,1165,1035,1157,875,789,923
CCDC120,464,658,749,524,438,501
CCDC121,86,56,59,36,40,24
CCDC122,69,66,80,50,63,37
CCDC124,2069,1793,1867,1761,1863,1915
CCDC125,416,244,339,290,303,339
CCDC126,61,49,76,51,65,30
CCDC127,862,719,926,797,705,887
CCDC13,9,7,10,23,0,14
CCDC13-AS1,0,0,0,0,0,0
CCDC13-AS2,0,3,0,0,0,0
CCDC134,859,697,844,813,787,782
CCDC136,8,6,12,10,4,8
CCDC137,809,685,731,583,584,601
CCDC138,48,29,48,29,22,33
CCDC14,804,586,642,793,613,718
CCDC140,0,0,0,0,0,0
CCDC141,0,0,0,0,0,0
CCDC142,184,115,166,145,159,179
CCDC144A,158,170,200,111,195,130
CCDC144BP,184,159,175,156,167,120
CCDC144CP,3,3,5,1,2,4
CCDC144NL,0,0,0,0,0,0
CCDC144NL-AS1,0,0,2,0,0,0
CCDC146,305,246,266,532,545,478
CCDC148,14,10,24,17,6,33
CCDC148-AS1,0,0,0,0,0,0
CCDC149,579,471,594,547,616,763
CCDC15,37,21,43,42,28,35
CCDC15-DT,11,12,4,12,12,6
CCDC150,6,11,9,2,4,4
CCDC152,0,0,0,0,0,0
CCDC153,97,63,79,86,48,115
CCDC154,10,10,11,2,7,3
CCDC157,114,83,91,63,83,112
CCDC158,2,0,0,0,3,0
CCDC159,327,246,263,157,142,169
CCDC160,0,0,0,0,0,0
CCDC162P,16,6,9,8,18,15
CCDC163,59,42,62,35,45,38
CCDC166,0,0,0,0,0,0
CCDC167,198,167,142,127,138,174
CCDC168,0,0,0,0,2,0
CCDC169,4,4,0,2,0,0
CCDC169-SOHLH2,0,0,0,0,0,0
CCDC17,31,37,27,47,45,55
CCDC170,374,315,342,361,429,326
CCDC171,31,23,32,20,19,24
CCDC172,0,0,0,0,0,0
CCDC174,680,579,670,741,681,803
CCDC175,0,0,0,0,0,0
CCDC177,0,0,0,0,0,0
CCDC178,0,0,0,0,0,0
CCDC179,0,0,0,0,0,0
CCDC18,74,59,86,32,46,31
CCDC18-AS1,1061,863,931,682,661,641
CCDC180,0,0,62,0,0,0
CCDC181,19,17,34,17,17,25
CCDC182,0,0,0,0,0,0
CCDC183,616,455,500,866,865,989
CCDC183-AS1,126,97,109,176,149,168
CCDC184,0,0,0,0,0,0
CCDC185,0,0,0,0,0,0
CCDC186,1143,984,1189,1300,1026,1294
CCDC187,4,2,0,2,4,6
CCDC188,0,10,3,2,2,2
CCDC190,4,0,0,9,10,2
CCDC191,165,131,153,163,196,231
CCDC192,0,0,0,2,3,7
CCDC194,2,0,2,0,3,3
CCDC195,0,0,0,0,0,0
CCDC196,0,0,0,2,0,0
CCDC197,0,0,0,0,0,0
CCDC198,118,98,91,26,34,15
CCDC200,7,8,7,25,19,15
CCDC201,0,0,0,0,0,0
CCDC22,1079,990,1130,924,875,968
CCDC24,371,301,325,547,455,484
CCDC25,1435,1295,1526,1195,1163,1203
CCDC26,0,0,0,0,0,0
CCDC27,0,0,0,0,0,0
CCDC28A,858,794,829,1129,1140,1140
CCDC28A-AS1,7,9,8,2,6,6
CCDC28B,1588,1174,1747,951,1142,1354
CCDC3,0,0,0,0,0,0
CCDC30,37,52,36,38,53,46
CCDC32,526,464,482,523,416,450
CCDC33,14,28,21,58,51,38
CCDC34,90,95,88,101,82,71
CCDC38,0,0,0,0,0,0
CCDC39,39,32,39,35,57,39
CCDC39-AS1,0,0,0,0,0,0
CCDC40,85,78,82,52,40,56
CCDC42,0,0,0,0,0,0
CCDC43,616,593,687,606,544,565
CCDC47,3726,3203,3290,2735,2572,2814
CCDC50,1323,1108,1276,1526,1552,1808
CCDC51,611,501,564,400,369,449
CCDC54,0,0,0,0,0,0
CCDC54-AS1,0,0,0,0,0,0
CCDC57,880,632,759,750,760,802
CCDC59,277,347,411,362,372,349
CCDC6,2608,2428,2568,2794,2739,2900
CCDC60,0,0,0,2,0,4
CCDC61,611,490,599,396,323,360
CCDC62,6,4,0,2,2,8
CCDC63,0,0,0,2,0,0
CCDC65,8,10,9,7,9,18
CCDC66,149,93,171,129,123,116
CCDC68,716,865,1063,1008,1795,2002
CCDC69,256,199,295,1235,1145,1459
CCDC7,42,51,30,29,41,24
CCDC70,0,0,0,0,0,0
CCDC71,1064,731,1011,896,759,1044
CCDC71L,784,653,788,345,393,405
CCDC73,2,2,0,3,0,0
CCDC74A,20,16,14,16,13,16
CCDC74B,0,3,1,4,2,2
CCDC77,158,142,168,130,135,151
CCDC78,48,57,25,25,26,19
CCDC8,0,0,2,2,4,0
CCDC80,646,585,631,682,672,572
CCDC81,10,4,11,6,2,10
CCDC82,537,457,469,533,499,476
CCDC83,0,0,0,0,0,0
CCDC85A,0,0,0,2,0,0
CCDC85B,925,858,834,411,394,518
CCDC85C,3519,2666,830,2212,2153,499
CCDC86,459,410,541,355,368,382
CCDC86-AS1,0,0,0,0,0,0
CCDC87,12,15,9,4,12,9
CCDC88A,402,334,327,179,149,201
CCDC88B,362,297,319,244,278,315
CCDC88C,2744,2161,2494,2231,2088,2345
CCDC88C-DT,0,0,0,0,2,0
CCDC89,7,2,8,3,2,10
CCDC9,1249,1015,1156,924,1127,1021
CCDC90B,676,633,863,773,754,877
CCDC90B-AS1,4,2,6,2,3,0
CCDC91,336,255,321,399,326,376
CCDC92,487,394,470,352,334,326
CCDC92B,0,0,0,0,0,0
CCDC93,1760,1434,420,1901,1861,1939
CCDC96,86,69,80,85,54,87
CCDC97,1090,939,1145,998,889,1175
CCDC9B,622,436,520,428,429,536
CCEPR,6,2,0,2,0,2
CCER1,0,0,0,0,0,0
CCER2,0,5,6,0,1,4
CCHCR1,107,94,100,107,96,102
CCIN,0,0,0,0,0,0
CCK,2319,1781,2082,462,429,450
CCKAR,0,0,0,0,0,0
CCKBR,0,0,0,0,0,0
CCL1,0,0,0,0,0,0
CCL11,0,0,0,0,0,0
CCL13,0,0,0,0,0,0
CCL14,0,0,0,0,0,0
CCL15,0,0,1,0,0,0
CCL15-CCL14,0,2,0,0,0,0
CCL16,0,0,0,0,0,0
CCL17,0,0,0,0,6,6
CCL18,0,0,0,0,0,0
CCL19,0,0,0,0,0,0
CCL2,38,22,27,231,182,218
CCL20,331,298,342,2247,2405,2494
CCL21,0,0,0,0,0,0
CCL22,8,4,8,45,73,68
CCL23,0,0,0,0,0,0
CCL24,1263,1023,1334,1012,1001,1107
CCL25,0,0,0,0,0,0
CCL26,6,8,6,2,12,10
CCL27,0,0,0,0,0,2
CCL28,589,401,527,1948,787,2210
CCL3,0,0,0,0,0,0
CCL3-AS1,0,0,0,0,0,0
CCL3L1,0,0,0,0,0,0
CCL3L3,0,0,0,0,0,0
CCL4,0,0,0,0,0,0
CCL4L1,0,0,0,0,0,0
CCL4L2,0,0,0,0,0,0
CCL5,0,0,2,34,24,50
CCL7,0,0,0,0,0,0
CCL8,0,0,0,0,0,0
CCM2,1752,1412,1541,1077,1141,1314
CCM2L,2,0,2,0,0,0
CCN1,807,556,658,451,417,424
CCN2,1791,1261,1451,1746,1631,1872
CCN2-AS1,0,2,0,2,0,0
CCN3,60,63,62,49,47,52
CCN4,4,4,2,4,4,3
CCN5,12,8,19,22,14,31
CCN6,0,2,0,0,0,0
CCNA1,0,0,2,0,0,0
CCNA2,281,181,239,82,63,98
CCNB1,475,377,357,154,178,167
CCNB1IP1,611,644,666,453,464,419
CCNB2,222,177,207,87,95,94
CCNB3,9,3,4,16,17,17
CCNC,2152,2342,2528,2150,2357,2295
CCND1,6751,5188,5873,3403,3200,3271
CCND2,724,610,704,195,190,180
CCND2-AS1,2,0,2,0,0,0
CCND3,1271,1057,1194,1210,956,1385
CCNDBP1,4358,4101,4545,6037,6070,6763
CCNE1,115,67,83,119,86,93
CCNE2,37,20,28,15,12,6
CCNF,293,211,280,119,123,148
CCNG1,4219,4066,4525,2617,4410,4792
CCNG2,1036,924,961,2497,2452,2583
CCNH,640,563,713,532,512,676
CCNI,10120,4033,10221,6066,11512,5188
CCNI2,199,194,212,128,180,149
CCNJ,178,152,171,142,129,144
CCNJL,158,144,130,127,92,132
CCNK,1140,1061,1258,1197,1046,1071
CCNL1,1639,1724,1591,2078,3644,2224
CCNL2,4618,3652,3925,3328,3598,3847
CCNO,526,492,541,458,436,439
CCNO-DT,2,2,6,14,16,0
CCNP,36,25,21,8,17,19
CCNQ,527,492,495,326,329,441
CCNT1,888,753,894,901,846,840
CCNT2,1050,856,999,1178,1101,1254
CCNT2-AS1,21,17,16,16,12,24
CCNY,3093,2817,3013,2708,2945,3016
CCNY-AS1,40,27,39,22,15,44
CCNYL1,424,372,411,392,291,363
CCNYL1B,0,0,0,0,0,0
CCNYL2,0,0,0,0,0,0
CCNYL3,0,0,0,0,0,0
CCNYL4,0,0,0,2,0,0
CCNYL6,0,0,0,0,0,0
CCP110,341,263,365,332,334,305
CCPG1,3270,4349,3972,2188,2719,2678
CCR1,0,0,0,0,0,0
CCR10,6,5,0,4,0,2
CCR2,0,0,0,0,0,0
CCR3,0,0,0,0,0,0
CCR4,0,0,0,0,0,0
CCR5,0,0,0,0,0,0
CCR5AS,25,25,12,9,8,10
CCR6,4,2,6,6,10,16
CCR7,0,0,0,0,0,0
CCR8,0,0,0,0,0,0
CCR9,195,171,163,68,72,92
CCRL2,265,205,258,159,128,165
CCS,907,752,836,769,712,764
CCSAP,143,114,150,132,137,99
CCSER1,126,117,119,137,130,171
CCSER2,816,684,900,821,782,834
CCT2,3376,2971,3154,2154,2072,2298
CCT3,7447,6363,7374,4661,4569,5066
CCT4,4728,4419,4559,3411,3312,3517
CCT5,8422,7131,8630,4996,4551,5893
CCT6A,3393,2925,3673,2452,2385,2628
CCT6B,104,89,85,117,109,115
CCT6P1,43,47,63,54,48,28
CCT6P3,77,72,70,84,86,86
CCT7,8177,6880,7786,5364,4993,5966
CCT8,2836,2472,2732,2357,2178,2340
CCT8L2,0,0,0,0,0,1
CCZ1,1948,1837,1968,1618,1421,1889
CCZ1B,980,935,998,859,895,1047
CCZ1P-OR7E38P,193,200,189,78,107,113
CD101,17,16,6,6,10,12
CD101-AS1,2,5,4,0,6,0
CD109,58,23,51,23,17,15
CD109-AS1,0,0,0,2,2,2
CD14,289,270,306,184,190,181
CD151,29610,24798,27241,18603,17996,20727
CD160,0,0,0,2,0,0
CD163,0,0,0,0,0,0
CD163L1,0,0,2,2,6,8
CD164,13057,12174,13397,14418,14372,14395
CD164L2,37,31,31,19,26,17
CD177,2,3,0,9,2,10
CD180,0,0,0,0,0,0
CD19,0,0,2,2,0,6
CD1A,0,0,0,0,0,0
CD1B,0,0,0,0,0,0
CD1C,0,0,0,0,0,0
CD1D,0,0,0,0,0,0
CD1E,0,0,0,0,0,0
CD2,0,0,0,0,0,0
CD200,0,2,0,0,0,0
CD200R1,0,2,0,0,3,8
CD200R1L,4,0,3,3,0,4
CD200R1L-AS1,0,12,10,12,12,15
CD207,0,0,2,0,0,0
CD209,0,0,0,0,0,0
CD22,14,2,7,2,4,2
CD226,0,0,2,0,0,0
CD24,40354,34897,43505,22263,20945,22938
CD244,0,0,0,0,0,0
CD247,6,0,0,2,3,2
CD248,0,0,0,0,0,0
CD27,20,13,14,16,15,22
CD27-AS1,237,213,231,268,295,229
CD274,153,138,118,316,320,364
CD276,4382,3369,3879,3335,3033,3411
CD28,0,0,0,0,0,0
CD2AP,4273,4169,5073,5722,5451,5538
CD2AP-DT,48,31,39,31,42,38
CD2BP2,2402,2015,2146,2120,1862,2337
CD2BP2-DT,287,157,181,126,260,99
CD300A,4,0,2,1,3,0
CD300C,1,0,4,1,1,1
CD300E,0,0,0,0,0,0
CD300H,0,0,0,0,0,0
CD300LB,0,0,0,0,0,0
CD300LD,0,0,0,0,0,0
CD300LD-AS1,0,0,0,0,0,0
CD300LF,0,2,9,6,3,0
CD300LG,0,0,0,0,0,0
CD302,172,93,213,149,189,146
CD320,566,397,513,197,228,206
CD33,0,0,0,0,0,0
CD34,0,2,0,24,17,21
CD36,4,0,2,6,2,0
CD37,1,2,5,2,6,5
CD38,12,10,19,34,36,65
CD3D,18,12,16,8,8,6
CD3E,2,2,0,0,2,0
CD3G,2,2,0,0,0,2
CD4,10,2,4,5,0,1
CD40,622,522,674,888,1013,1089
CD40LG,0,0,0,0,0,0
CD44,6394,5152,6125,8877,8238,9886
CD44-AS1,8,3,5,19,16,12
CD44-DT,0,0,2,0,0,0
CD46,19196,17906,19880,16482,16604,17024
CD47,2661,2181,2514,3656,4033,4207
CD48,0,0,0,0,0,0
CD5,4,0,4,9,9,7
CD52,5,3,0,0,0,4
CD53,0,2,0,0,0,0
CD55,6821,5462,6307,9829,8797,10045
CD58,432,371,406,209,208,243
CD59,42281,35946,41347,32296,32472,35512
CD5L,0,0,0,0,0,4
CD6,21,11,19,20,13,10
CD63,18832,15544,16825,17817,17524,20316
CD63-AS1,196,108,172,104,117,155
CD68,10567,8849,10110,10431,9343,11368
CD69,0,0,4,0,0,0
CD7,2,2,0,2,8,10
CD70,2069,1335,1988,917,1059,1331
CD72,237,161,172,173,183,186
CD74,10029,8632,9027,26348,23746,28755
CD79A,26,15,23,20,19,21
CD79B,0,0,0,0,0,0
CD80,0,0,0,0,0,2
CD81,10607,9121,9399,6815,6828,7387
CD81-AS1,0,0,0,0,0,4
CD82,11915,10407,11545,20175,19708,21160
CD82-AS1,0,0,0,5,7,0
CD83,7,12,14,30,32,41
CD84,0,0,0,0,0,0
CD86,0,0,2,0,6,0
CD8A,0,0,0,0,0,0
CD8B,0,0,0,0,0,0
CD8B2,0,0,0,0,2,0
CD9,8655,7178,8328,5679,4709,6365
CD93,0,0,0,0,0,0
CD96,0,0,0,0,0,0
CD99,1398,1186,1402,1060,1060,1124
CD99L2,817,661,637,460,466,494
CD99P1,96,105,96,99,86,110
CDA,574,423,451,888,928,924
CDADC1,187,127,169,161,184,201
CDAN1,534,428,551,459,403,442
CDC123,2001,1812,2031,1432,1382,1653
CDC14A,91,94,98,74,69,76
CDC14B,1662,1446,1570,1795,1769,1939
CDC14C,4,5,21,8,3,9
CDC16,1769,1543,1478,1464,1491,1645
CDC20,642,449,491,258,254,203
CDC20-DT,93,76,79,52,76,82
CDC20B,0,0,5,2,4,2
CDC23,901,890,892,888,868,981
CDC25A,60,26,25,29,24,41
CDC25B,1871,1627,1840,3274,3475,3780
CDC25C,80,46,46,40,25,25
CDC26,482,447,415,490,353,512
CDC27,774,706,774,750,742,731
CDC27P10,0,0,0,0,0,0
CDC27P9,0,0,0,1,0,0
CDC34,2530,2097,2326,3428,3494,3784
CDC37,9453,7508,8898,8614,7812,9326
CDC37L1,497,449,594,542,464,508
CDC37L1-DT,0,0,4,3,4,2
CDC40,489,565,626,560,640,704
CDC42,5868,4772,8275,5367,4699,5678
CDC42BPA,4749,4051,5711,4241,3280,3363
CDC42BPB,11704,7088,11143,9260,8896,6910
CDC42BPG,3243,2493,2995,2642,2385,2874
CDC42EP1,12098,9576,11178,14439,12121,15299
CDC42EP2,2090,1720,2053,2120,2105,2565
CDC42EP3,389,305,329,320,274,337
CDC42EP4,4599,3810,4126,3016,2767,3276
CDC42EP5,486,416,465,2520,2272,2940
CDC42P3,0,0,2,0,4,0
CDC42SE1,3020,2396,2721,2910,2845,1215
CDC42SE2,1996,1114,2042,1243,1368,1206
CDC45,94,57,71,10,10,5
CDC5L,1600,1297,1592,1608,1531,1568
CDC6,296,265,246,61,41,40
CDC7,189,141,160,126,118,143
CDC73,716,639,760,704,678,743
CDCA2,78,80,62,23,13,20
CDCA3,144,112,131,43,41,29
CDCA4,249,225,202,135,100,151
CDCA5,93,100,94,28,27,42
CDCA7,370,305,379,73,64,77
CDCA7L,539,483,549,471,484,289
CDCA8,323,243,260,133,129,152
CDCP1,7631,9208,10347,10523,9827,10813
CDCP2,0,0,0,0,0,2
CDH1,30127,26103,29718,23042,21712,23607
CDH10,0,0,0,0,0,0
CDH11,2,2,8,2,0,2
CDH12,702,583,747,110,113,140
CDH13,2,0,0,0,0,2
CDH13-AS1,0,0,0,0,0,0
CDH13-AS2,0,0,0,0,0,0
CDH15,0,0,4,0,0,2
CDH16,30,26,27,7,38,23
CDH17,427,365,402,377,399,397
CDH18,0,0,0,0,0,0
CDH18-AS1,0,0,0,0,0,0
CDH19,0,0,0,0,0,0
CDH2,0,0,0,0,0,0
CDH20,4,4,4,3,1,0
CDH22,0,0,0,0,2,0
CDH23,48,26,51,33,47,47
CDH23-AS1,0,0,0,0,0,0
CDH24,333,184,282,148,125,142
CDH26,31,23,50,29,20,35
CDH3,12564,10587,11912,22868,21185,23619
CDH3-AS1,21,7,26,24,17,37
CDH4,5,3,4,6,6,11
CDH5,0,0,0,0,0,0
CDH6,0,0,0,0,0,0
CDH7,0,0,0,0,0,0
CDH8,0,0,0,0,0,0
CDH8-AS1,0,0,0,0,0,0
CDH9,0,0,0,0,0,0
CDHR1,2,0,2,0,0,0
CDHR18P,0,0,0,0,0,0
CDHR2,432,345,419,688,673,737
CDHR3,4,6,6,7,0,2
CDHR4,2,4,0,2,0,1
CDHR5,24,14,17,10,10,14
CDIN1,223,153,200,158,100,119
CDIP1,962,484,849,716,732,833
CDIPT,2786,2392,2576,3293,3211,3514
CDIPTOSP,6,5,4,14,24,20
CDK1,212,184,189,58,55,71
CDK10,2175,1766,1984,1836,1688,1959
CDK11A,1657,1333,1570,1320,1259,1394
CDK11B,2271,1957,2238,1982,1940,2173
CDK12,1358,1729,1842,1778,1731,1789
CDK13,1521,1301,1625,1663,1609,1729
CDK13-DT,8,0,2,3,8,9
CDK14,47,35,38,46,21,32
CDK15,0,0,0,0,0,0
CDK16,5819,4678,5147,5096,4955,4982
CDK17,366,396,448,419,445,420
CDK18,4259,3575,3915,6825,6425,7034
CDK19,586,636,660,876,901,873
CDK2,546,439,470,533,464,525
CDK20,216,143,154,99,112,133
CDK2AP1,732,1169,1385,1438,648,916
CDK2AP2,1890,3485,3812,2927,2875,3201
CDK3,53,69,15,34,32,56
CDK4,589,614,609,269,315,316
CDK5,548,427,578,505,485,613
CDK5R1,38,28,35,23,27,16
CDK5R2,2,0,10,2,0,2
CDK5RAP1,722,605,665,581,623,656
CDK5RAP2,1230,1001,1289,1073,1061,1041
CDK5RAP3,5118,4167,4561,3955,3706,4104
CDK6,1462,1676,1775,1050,1035,1060
CDK6-AS1,0,0,0,0,2,0
CDK7,415,335,396,386,380,436
CDK8,1278,1076,1214,1685,1535,1650
CDK9,2534,2086,2394,2298,2150,2525
CDKAL1,118,137,168,180,114,155
CDKL1,133,158,201,85,104,146
CDKL2,8,2,6,0,2,2
CDKL3,86,98,67,66,57,74
CDKL4,0,5,0,0,0,4
CDKL5,1251,976,1153,882,851,922
CDKN1A,11762,10635,11414,13190,12602,15492
CDKN1B,1208,1015,1233,1550,1552,1795
CDKN1C,14,22,23,22,25,32
CDKN2A,1151,929,1105,1336,1101,1538
CDKN2A-AS1,0,0,0,0,0,0
CDKN2AIP,832,723,871,916,846,979
CDKN2AIPNL,359,267,313,240,195,204
CDKN2B,2669,2091,2446,1776,1629,1929
CDKN2B-AS1,19,20,13,34,43,31
CDKN2C,165,137,170,97,75,71
CDKN2D,538,409,480,486,525,581
CDKN3,120,92,136,51,58,48
CDNF,75,49,86,89,88,64
CDO1,0,0,0,0,0,0
CDON,83,73,69,144,124,173
CDPF1,304,204,259,202,229,224
CDR1,0,0,0,0,0,0
CDR2,812,723,796,647,618,718
CDR2-DT,0,1,0,0,2,2
CDR2L,2132,1684,1949,1228,1053,1336
CDRT15,6,3,2,1,1,2
CDRT15L2,0,0,0,0,0,0
CDRT15P1,13,4,9,2,3,8
